embed_dim,window,lr,share,epoch,loss,ppl,type
100,2,0.001,False,0,6.913747852131472,1006.0105645360896,train
100,2,0.001,False,0,6.695585830538881,808.8276313710026,eval
100,2,0.001,False,0,6.626952171325684,755.1770094145242,test
100,2,0.001,False,1,6.722504009634761,830.895479055342,train
100,2,0.001,False,1,6.579693775550992,720.3187162703401,eval
100,2,0.001,False,1,6.504902814996654,668.4107067010386,test
100,2,0.001,False,2,6.603986978530884,738.031848287828,train
100,2,0.001,False,2,6.523227925394096,680.77232477279,eval
100,2,0.001,False,2,6.44572483260056,630.0031583333553,test
100,2,0.001,False,3,6.509813583503335,671.7011897365912,train
100,2,0.001,False,3,6.489323756274055,658.0781914617255,eval
100,2,0.001,False,3,6.4103894562556825,608.1304751658328,test
100,2,0.001,False,4,6.428834551471775,619.4515882161024,train
100,2,0.001,False,4,6.468046244452982,644.2238407086404,eval
100,2,0.001,False,4,6.388118908323091,594.7367723956264,test
100,2,0.001,False,5,6.3564007322667,576.1688339637951,train
100,2,0.001,False,5,6.454872449239095,635.7926252474999,eval
100,2,0.001,False,5,6.374114258535977,586.4657437949497,test
100,2,0.001,False,6,6.290398205740977,539.3680657874077,train
100,2,0.001,False,6,6.447359515171425,631.0338557178798,eval
100,2,0.001,False,6,6.365928148401195,581.6844673541026,test
100,2,0.001,False,7,6.229613724401442,507.55938781841087,train
100,2,0.001,False,7,6.444199618171243,629.0430008349184,eval
100,2,0.001,False,7,6.362366232378729,579.6162417394656,test
100,2,0.001,False,8,6.173221260814343,479.72895187499154,train
100,2,0.001,False,8,6.444417355107326,629.1799816429341,eval
100,2,0.001,False,8,6.362365097835146,579.6155841399508,test
100,2,0.001,False,9,6.120628441794444,455.15064032510827,train
100,2,0.001,False,9,6.447272076326258,630.9786812585052,eval
100,2,0.001,False,9,6.365192166690169,581.2565157261452,test
100,2,0.001,False,10,6.071378336114399,433.27747217843165,train
100,2,0.001,False,10,6.452245833827,634.1248338213168,eval
100,2,0.001,False,10,6.370285289040927,584.2244779595914,test
100,2,0.001,False,11,6.025099018872795,413.6826023800535,train
100,2,0.001,False,11,6.45895523183486,638.3937345811537,eval
100,2,0.001,False,11,6.377205100552789,588.2812209885706,test
100,2,0.001,False,12,5.981491028252295,396.0304206995329,train
100,2,0.001,False,12,6.4671103533576515,643.6211994000264,eval
100,2,0.001,False,12,6.385622304061363,593.2538020004451,test
100,2,0.001,False,13,5.94028737181324,380.0441278172588,train
100,2,0.001,False,13,6.476466468736237,649.6712519631263,eval
100,2,0.001,False,13,6.3952409398966825,598.987625854773,test
100,2,0.001,False,14,5.901275719626475,365.50345049587963,train
100,2,0.001,False,14,6.486810515908634,656.4263593823365,eval
100,2,0.001,False,14,6.405824414614973,605.3606611919313,test
100,2,0.001,False,15,5.8642677210145076,352.22413531516213,train
100,2,0.001,False,15,6.497965962279077,663.790084888939,eval
100,2,0.001,False,15,6.417187435873624,612.2786172590951,test
100,2,0.001,False,16,5.8290930562100165,340.0501328196008,train
100,2,0.001,False,16,6.50977606866874,671.6759914502186,eval
100,2,0.001,False,16,6.429172836501023,619.6611748627532,test
100,2,0.001,False,17,5.795606883905702,328.85169823785566,train
100,2,0.001,False,17,6.522108872731526,680.010930789588,eval
100,2,0.001,False,17,6.4416406072419266,627.435330820664,test
100,2,0.001,False,18,5.763677892038378,318.5176508119051,train
100,2,0.001,False,18,6.534850588031843,688.730872000817,eval
100,2,0.001,False,18,6.454484322975421,635.5459053137317,test
100,2,0.001,False,19,5.733205520500571,308.95805412054835,train
100,2,0.001,False,19,6.547891934712728,697.7716740538617,eval
100,2,0.001,False,19,6.467615875704535,643.9466465527246,test
100,2,0.001,False,20,5.7040946847301415,300.0936776449734,train
100,2,0.001,False,20,6.561153664308436,707.0869652253699,eval
100,2,0.001,False,20,6.480951638057314,652.5916819469073,test
100,2,0.001,False,21,5.676261930142418,291.8564086564326,train
100,2,0.001,False,21,6.5745787153057025,716.6436497469618,eval
100,2,0.001,False,21,6.494420511969205,661.4408171936187,test
100,2,0.001,False,22,5.649630437463017,284.1864217599393,train
100,2,0.001,False,22,6.588119188944499,726.4133380304004,eval
100,2,0.001,False,22,6.507971081240424,670.4647182250798,test
100,2,0.001,False,23,5.6241319421994485,277.03170058916436,train
100,2,0.001,False,23,6.601729019015443,736.3672822218981,eval
100,2,0.001,False,23,6.521560652502652,679.6382372098874,test
100,2,0.001,False,24,5.599703954438032,270.3463607377131,train
100,2,0.001,False,24,6.615369544309728,746.4805370059329,eval
100,2,0.001,False,24,6.535159012366986,688.9433261234326,test
